record_id,signal_id,direction,version,event_kind,index_id,index_name,match_status,primary_match,episode_id,event_date,region_id,anchor_date,region_start,region_end,region_form,lobe_count,matched_lobe_id,match_level,strict_matched,loose_matched,timing,lead_lag_days,absolute_distance_days,window_days,primary_episode_id_for_region,coverage_start_date,coverage_end_date,prediction_window_complete,confirmation_window_complete,label_version,diagnostic_region_id,diagnostic_timing,diagnostic_region_form,diagnostic_assignment
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000006,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000006,2021-08-10,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20210309,confirmation,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000007,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000007,2021-09-07,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20210309,confirmation,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000008,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000008,2021-11-15,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000009,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000009,2021-11-30,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000010,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000010,2021-12-13,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000011,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000011,2022-01-27,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000012,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000012,2022-03-09,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000013,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000013,2022-03-15,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::matched::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000014,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,matched,True,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000014,2022-04-21,all_a_medium_bottom_20220427,2022-04-27,2022-04-26,2022-04-27,single_lobe,1,,prediction_window,False,False,prediction,-4,4,5,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000014,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20220427,prediction,single_lobe,primary_match
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000015,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000015,2022-09-16,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20221031,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000016,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000016,2022-09-21,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20221031,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000017,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000017,2022-09-23,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20221031,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::matched::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000018,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,matched,True,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000018,2022-09-28,all_a_medium_bottom_20221031,2022-10-31,2022-10-10,2022-11-01,multi_lobe,3,,prediction_window,False,False,prediction,-18,18,20,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000018,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20221031,prediction,multi_lobe,primary_match
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000019,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000019,2023-08-23,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20240205,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000020,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000020,2023-08-25,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20240205,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000021,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000021,2024-01-02,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20240205,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::missed_region::all_a_medium_bottom_20240205,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,missed_region,False,,,all_a_medium_bottom_20240205,2024-02-05,2024-02-05,2024-02-06,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::missed_region::all_a_medium_bottom_20240918,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,missed_region,False,,,all_a_medium_bottom_20240918,2024-09-18,2024-09-09,2024-09-23,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::missed_region::all_a_medium_bottom_20241016,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,missed_region,False,,,all_a_medium_bottom_20241016,2024-10-16,2024-10-14,2024-10-18,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::missed_region::all_a_medium_bottom_20250113,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,missed_region,False,,,all_a_medium_bottom_20250113,2025-01-13,2025-01-03,2025-01-14,multi_lobe,2,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::matched::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000022,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,matched,True,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000022,2025-04-07,all_a_medium_bottom_20250409,2025-04-09,2025-04-07,2025-04-09,multi_lobe,2,all_a_medium_bottom_20250409_lobe_01,core_lobe,True,True,prediction,-2,2,5,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000022,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20250409,prediction,multi_lobe,primary_match
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::matched::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,matched,True,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,2026-03-23,all_a_medium_bottom_20260323,2026-03-23,2026-03-23,2026-04-07,multi_lobe,3,all_a_medium_bottom_20260323_lobe_01,core_lobe,True,True,prediction,0,0,5,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20260323,prediction,multi_lobe,primary_match
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::duplicate_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000024,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,duplicate_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000024,2026-03-26,all_a_medium_bottom_20260323,2026-03-23,2026-03-23,2026-04-07,multi_lobe,3,,envelope,False,False,confirmation,3,3,5,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20260323,confirmation,multi_lobe,duplicate_candidate
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::duplicate_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000025,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,duplicate_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000025,2026-03-31,all_a_medium_bottom_20260323,2026-03-23,2026-03-23,2026-04-07,multi_lobe,3,,envelope,False,False,confirmation,6,6,10,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20260323,confirmation,multi_lobe,duplicate_candidate
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::duplicate_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000026,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,duplicate_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000026,2026-04-02,all_a_medium_bottom_20260323,2026-03-23,2026-03-23,2026-04-07,multi_lobe,3,,envelope,False,False,confirmation,8,8,10,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000023,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,all_a_medium_bottom_20260323,confirmation,multi_lobe,duplicate_candidate
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000027,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000027,2026-06-08,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,all_a_medium_bottom_20260721,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::duplicate_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000028,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,duplicate_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000028,2026-07-13,all_a_medium_bottom_20260721,2026-07-21,2026-07-20,2026-07-30,multi_lobe,2,,prediction_window,False,False,prediction,-6,6,10,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000029,2019-01-02,2026-08-14,True,False,top_bottom_regions_v2,all_a_medium_bottom_20260721,prediction,multi_lobe,duplicate_candidate
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::all_a::matched::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000029,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,all_a,全A,matched,True,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000029,2026-07-16,all_a_medium_bottom_20260721,2026-07-21,2026-07-20,2026-07-30,multi_lobe,2,,prediction_window,False,False,prediction,-3,3,5,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000029,2019-01-02,2026-08-14,True,False,top_bottom_regions_v2,all_a_medium_bottom_20260721,prediction,multi_lobe,primary_match
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::missed_region::cni2000_medium_bottom_20190131,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,missed_region,False,,,cni2000_medium_bottom_20190131,2019-01-31,2019-01-31,2019-02-01,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000001,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000001,2019-05-06,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20190806,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000002,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000002,2019-05-09,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20190806,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000003,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000003,2019-05-24,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20190806,prediction,multi_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::missed_region::cni2000_medium_bottom_20190806,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,missed_region,False,,,cni2000_medium_bottom_20190806,2019-08-06,2019-08-06,2019-08-15,multi_lobe,3,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::missed_region::cni2000_medium_bottom_20200204,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,missed_region,False,,,cni2000_medium_bottom_20200204,2020-02-04,2020-02-04,2020-02-04,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::missed_region::cni2000_medium_bottom_20200428,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,missed_region,False,,,cni2000_medium_bottom_20200428,2020-04-28,2020-04-28,2020-04-28,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::missed_region::cni2000_medium_bottom_20210208,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,missed_region,False,,,cni2000_medium_bottom_20210208,2021-02-08,2021-02-04,2021-02-09,single_lobe,1,,,False,False,,,,,,2019-01-02,2026-08-14,True,True,top_bottom_regions_v2,,,,
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000004,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000004,2021-07-13,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20210208,confirmation,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000005,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000005,2021-07-22,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20210208,confirmation,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000006,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000006,2021-08-10,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20210208,confirmation,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000007,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000007,2021-09-07,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20210208,confirmation,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000008,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000008,2021-11-15,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000009,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000009,2021-11-30,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000010,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000010,2021-12-13,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000011,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000011,2022-01-27,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
ml_elastic_net::bottom::all_a_ml_walk_forward_v2::onset::cni2000::false_alarm::ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000012,ml_elastic_net,bottom,all_a_ml_walk_forward_v2,onset,cni2000,国证2000,false_alarm,False,ml_elastic_net::bottom::all_a_ml_walk_forward_v2::000012,2022-03-09,,,,,,,,,False,False,,,,,,2019-01-02,2026-08-14,,,,cni2000_medium_bottom_20220427,prediction,single_lobe,nearest_region_for_slice_only
