date,signal_id,direction,raw_value,triggered,universe_size,valid_count,version,quality_available,score_available,change_available,signal_available,limit_hit_net_rank250,limit_close_net_rank250,limit_hit_rank_history_count,limit_close_rank_history_count,limit_rank_history_count,limit_score,limit_score_change_5d,limit_up_hit_count,limit_down_hit_count,limit_up_close_count,limit_down_close_count,limit_hit_net_count,limit_close_net_count,limit_up_hit_ratio,limit_down_hit_ratio,limit_up_close_ratio,limit_down_close_ratio,limit_hit_net_ratio,limit_close_net_ratio,valid_count_limit,limit_price_missing_count,limit_hit_total_ratio,limit_close_total_ratio,episode_id,episode_number,episode_day,episode_stage,event_onset,event_continuation,event_exit,event_capped_confirmation,capped_confirmation_reason,capped_confirmation_n
2012-08-06,limit_up_down_breadth_bottom,bottom,0.9577464788732394,False,2151,2123,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9577464788732394,0.9577464788732394,142,142,142,0.9577464788732394,0.9139508584352831,52,0,37,0,52,37,0.02449364107,0.0,0.01742816769,0.0,0.02449364107,0.01742816769,2123,0,0.02449364107,0.01742816769,,,,inactive,False,False,False,False,,2
2012-08-07,limit_up_down_breadth_bottom,bottom,0.9335664335664335,False,2151,2123,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9370629370629371,0.9300699300699301,143,143,143,0.9335664335664335,0.8719722306678828,49,0,32,0,49,32,0.0230805464,0.0,0.01507300989,0.0,0.0230805464,0.01507300989,2123,0,0.0230805464,0.01507300989,,,,inactive,False,False,False,False,,2
2012-08-08,limit_up_down_breadth_bottom,bottom,0.8020833333333334,False,2151,2124,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.8055555555555556,0.7986111111111112,144,144,144,0.8020833333333334,0.24093225419664266,33,0,20,0,33,20,0.01553672316,0.0,0.009416195857,0.0,0.01553672316,0.009416195857,2124,0,0.01553672316,0.009416195857,,,,inactive,False,False,False,False,,2
2012-08-09,limit_up_down_breadth_bottom,bottom,0.8379310344827586,False,2151,2125,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.8413793103448276,0.8344827586206897,145,145,145,0.8379310344827586,0.5093596059113301,39,3,23,0,36,23,0.01835294118,0.001411764706,0.01082352941,0.0,0.01694117647,0.01082352941,2125,0,0.019764705886,0.01082352941,,,,inactive,False,False,False,False,,2
2012-08-10,limit_up_down_breadth_bottom,bottom,0.8527397260273972,False,2151,2126,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.8356164383561644,0.8698630136986302,146,146,146,0.8527397260273972,0.008768094821723471,38,2,27,0,36,27,0.01787394167,0.0009407337723,0.01269990593,0.0,0.0169332079,0.01269990593,2126,0,0.0188146754423,0.01269990593,,,,inactive,False,False,False,False,,2
2012-08-13,limit_up_down_breadth_bottom,bottom,0.3469387755102041,False,2151,2124,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.3945578231292517,0.29931972789115646,147,147,147,0.3469387755102041,-0.6108077033630352,20,6,8,1,14,7,0.009416195857,0.002824858757,0.003766478343,0.0004708097928,0.0065913371,0.00329566855,2124,0,0.012241054614,0.0042372881358,,,,inactive,False,False,False,False,,2
2012-08-14,limit_up_down_breadth_bottom,bottom,0.7027027027027026,False,2151,2122,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5743243243243243,0.831081081081081,148,148,148,0.7027027027027026,-0.2308637308637309,35,13,23,0,22,23,0.0164938737,0.006126295947,0.01083883129,0.0,0.01036757776,0.01083883129,2122,0,0.022620169647,0.01083883129,,,,inactive,False,False,False,False,,2
2012-08-15,limit_up_down_breadth_bottom,bottom,0.6392617449664431,False,2151,2125,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.6577181208053692,0.6208053691275168,149,149,149,0.6392617449664431,-0.1628215883668903,26,1,16,1,25,15,0.01223529412,0.0004705882353,0.007529411765,0.0004705882353,0.01176470588,0.007058823529,2125,0,0.0127058823553,0.0080000000003,,,,inactive,False,False,False,False,,2
2012-08-16,limit_up_down_breadth_bottom,bottom,0.3633333333333333,False,2151,2123,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.36666666666666664,0.36,150,150,150,0.3633333333333333,-0.47459770114942534,17,4,10,2,13,8,0.008007536505,0.001884126236,0.004710315591,0.0009420631182,0.006123410268,0.003768252473,2123,0,0.009891662741,0.0056523787092,,,,inactive,False,False,False,False,,2
2012-08-17,limit_up_down_breadth_bottom,bottom,0.3675496688741722,False,2151,2122,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.3708609271523179,0.36423841059602646,151,151,151,0.3675496688741722,-0.48519005715322505,18,5,9,1,13,8,0.008482563619,0.002356267672,0.00424128181,0.0004712535344,0.006126295947,0.003770028275,2122,0,0.010838831291,0.0047125353444,,,,inactive,False,False,False,False,,2
2012-08-20,limit_up_down_breadth_bottom,bottom,0.5789473684210527,False,2151,2122,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.506578947368421,0.6513157894736842,152,152,152,0.5789473684210527,0.23200859291084858,19,2,16,0,17,16,0.008953817154,0.0009425070688,0.00754005655,0.0,0.008011310085,0.00754005655,2122,0,0.009896324222799999,0.00754005655,,,,inactive,False,False,False,False,,2
2012-08-21,limit_up_down_breadth_bottom,bottom,0.8986928104575164,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9281045751633987,0.869281045751634,153,153,153,0.8986928104575164,0.19599010775481374,46,1,25,0,45,25,0.02168788307,0.000471475719,0.01178689298,0.0,0.02121640736,0.01178689298,2121,0,0.022159358789,0.01178689298,,,,inactive,False,False,False,False,,2
2012-08-22,limit_up_down_breadth_bottom,bottom,0.4772727272727273,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.512987012987013,0.44155844155844154,154,154,154,0.4772727272727273,-0.16198901769371576,20,1,10,0,19,10,0.00942951438,0.000471475719,0.00471475719,0.0,0.008958038661,0.00471475719,2121,0,0.009900990099000001,0.00471475719,,,,inactive,False,False,False,False,,2
2012-08-23,limit_up_down_breadth_bottom,bottom,0.7709677419354839,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.8258064516129032,0.7161290322580646,155,155,155,0.7709677419354839,0.4076344086021506,36,1,19,1,35,18,0.01697312588,0.000471475719,0.008958038661,0.000471475719,0.01650165017,0.008486562942,2121,0,0.017444601599,0.00942951438,,,,inactive,False,False,False,False,,2
2012-08-24,limit_up_down_breadth_bottom,bottom,0.14423076923076922,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.16025641025641027,0.1282051282051282,156,156,156,0.14423076923076922,-0.22331889964340296,12,8,5,4,4,1,0.005657708628,0.003771805752,0.002357378595,0.001885902876,0.001885902876,0.000471475719,2121,0,0.00942951438,0.004243281471,,,,inactive,False,False,False,False,,2
2012-08-27,limit_up_down_breadth_bottom,bottom,0.14012738853503184,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.11464968152866242,0.16560509554140126,157,157,157,0.14012738853503184,-0.43881997988602084,16,21,8,5,-5,3,0.007557864903,0.009919697685,0.003778932452,0.002361832782,-0.002361832782,0.001417099669,2117,0,0.017477562587999998,0.006140765233999999,,,,inactive,False,False,False,False,,2
2012-08-28,limit_up_down_breadth_bottom,bottom,0.5759493670886076,False,2151,2119,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5253164556962026,0.6265822784810127,158,158,158,0.5759493670886076,-0.3227434433689088,23,4,16,1,19,15,0.0108541765,0.001887682869,0.007550731477,0.0004719207173,0.008966493629,0.00707881076,2119,0,0.012741859369,0.0080226521943,,,,inactive,False,False,False,False,,2
2012-08-29,limit_up_down_breadth_bottom,bottom,0.7610062893081762,False,2151,2119,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.7484276729559748,0.7735849056603774,159,159,159,0.7610062893081762,0.28373356203544886,31,2,20,1,29,19,0.01462954224,0.0009438414346,0.009438414346,0.0004719207173,0.0136857008,0.008966493629,2119,0,0.0155733836746,0.0099103350633,,,,inactive,False,False,False,False,,2
2012-08-30,limit_up_down_breadth_bottom,bottom,0.07500000000000001,False,2151,2116,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.05,0.1,160,160,160,0.07500000000000001,-0.6959677419354839,18,56,8,13,-38,-5,0.008506616257,0.02646502836,0.003780718336,0.006143667297,-0.0179584121,-0.00236294896,2116,0,0.034971644617,0.009924385633,,,,inactive,False,False,False,False,,2
2012-08-31,limit_up_down_breadth_bottom,bottom,0.3167701863354037,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.43478260869565216,0.19875776397515527,161,161,161,0.3167701863354037,0.1725394171046345,20,5,8,4,15,4,0.009447331129,0.002361832782,0.003778932452,0.001889466226,0.007085498347,0.001889466226,2117,0,0.011809163910999999,0.005668398678,,,,inactive,False,False,False,False,,2
2012-09-03,limit_up_down_breadth_bottom,bottom,0.6049382716049383,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.6666666666666666,0.5432098765432098,162,162,162,0.6049382716049383,0.4648108830699065,30,5,14,1,25,13,0.01417099669,0.002361832782,0.00661313179,0.0004723665564,0.01180916391,0.006140765234,2117,0,0.016532829472,0.0070854983464,,,,inactive,False,False,False,False,,2
2012-09-04,limit_up_down_breadth_bottom,bottom,0.5475460122699387,False,2151,2120,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5184049079754601,0.5766871165644172,163,163,163,0.5475460122699387,-0.028403354818668847,19,0,14,0,19,14,0.008962264151,0.0,0.006603773585,0.0,0.008962264151,0.006603773585,2120,0,0.008962264151,0.006603773585,,,,inactive,False,False,False,False,,2
2012-09-05,limit_up_down_breadth_bottom,bottom,0.9024390243902439,False,2151,2122,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9024390243902439,0.9024390243902439,164,164,164,0.9024390243902439,0.14143273508206777,43,2,28,0,41,28,0.02026390198,0.0009425070688,0.01319509896,0.0,0.01932139491,0.01319509896,2122,0,0.021206409048799998,0.01319509896,,,,inactive,False,False,False,False,,2
2012-09-06,limit_up_down_breadth_bottom,bottom,0.8303030303030303,False,2151,2120,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.8484848484848485,0.8121212121212121,165,165,165,0.8303030303030303,0.7553030303030304,38,2,22,0,36,22,0.0179245283,0.0009433962264,0.01037735849,0.0,0.01698113208,0.01037735849,2120,0,0.018867924526399998,0.01037735849,,,,inactive,False,False,False,False,,2
2012-09-07,limit_up_down_breadth_bottom,bottom,0.9909638554216867,False,2151,2118,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9939759036144579,0.9879518072289156,166,166,166,0.9909638554216867,0.6741936690862831,111,0,67,0,111,67,0.05240793201,0.0,0.03163361662,0.0,0.05240793201,0.03163361662,2118,0,0.05240793201,0.03163361662,,,,inactive,False,False,False,False,,2
2012-09-10,limit_up_down_breadth_bottom,bottom,0.937125748502994,False,2151,2120,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9580838323353293,0.9161676646706587,167,167,167,0.937125748502994,0.3321874768980557,59,0,30,0,59,30,0.02783018868,0.0,0.0141509434,0.0,0.02783018868,0.0141509434,2120,0,0.02783018868,0.0141509434,,,,inactive,False,False,False,False,,2
2012-09-11,limit_up_down_breadth_bottom,bottom,0.5029761904761905,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.49404761904761907,0.5119047619047619,168,168,168,0.5029761904761905,-0.04456982179374824,19,1,13,1,18,12,0.008974964573,0.0004723665564,0.006140765234,0.0004723665564,0.008502598016,0.005668398677,2117,0,0.009447331129400001,0.0066131317904,,,,inactive,False,False,False,False,,2
2012-09-12,limit_up_down_breadth_bottom,bottom,0.7514792899408285,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.757396449704142,0.7455621301775148,169,169,169,0.7514792899408285,-0.15095973444941546,31,0,19,0,31,19,0.01461574729,0.0,0.008958038661,0.0,0.01461574729,0.008958038661,2121,0,0.01461574729,0.008958038661,,,,inactive,False,False,False,False,,2
2012-09-13,limit_up_down_breadth_bottom,bottom,0.7647058823529411,False,2151,2122,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.788235294117647,0.7411764705882353,170,170,170,0.7647058823529411,-0.0655971479500892,33,0,19,0,33,19,0.01555136664,0.0,0.008953817154,0.0,0.01555136664,0.008953817154,2122,0,0.01555136664,0.008953817154,,,,inactive,False,False,False,False,,2
2012-09-14,limit_up_down_breadth_bottom,bottom,0.543859649122807,False,2151,2115,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5789473684210527,0.5087719298245614,171,171,171,0.543859649122807,-0.4471042062988797,24,1,13,1,23,12,0.01134751773,0.0004728132388,0.006146572104,0.0004728132388,0.01087470449,0.005673758865,2115,0,0.011820330968799999,0.0066193853427999995,,,,inactive,False,False,False,False,,2
2012-09-17,limit_up_down_breadth_bottom,bottom,0.12790697674418605,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.14244186046511628,0.11337209302325581,172,172,172,0.12790697674418605,-0.809218771758808,11,11,6,6,0,0,0.005196032121,0.005196032121,0.002834199339,0.002834199339,0.0,0.0,2117,0,0.010392064242,0.005668398678,,,,inactive,False,False,False,False,,2
2012-09-18,limit_up_down_breadth_bottom,bottom,0.21965317919075145,False,2151,2121,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.2774566473988439,0.16184971098265896,173,173,173,0.21965317919075145,-0.283323011285439,12,1,3,0,11,3,0.005657708628,0.000471475719,0.001414427157,0.0,0.005186232909,0.001414427157,2121,0,0.006129184347,0.001414427157,,,,inactive,False,False,False,False,,2
2012-09-19,limit_up_down_breadth_bottom,bottom,0.5603448275862069,False,2151,2119,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5517241379310345,0.5689655172413793,174,174,174,0.5603448275862069,-0.19113446235462161,22,1,15,1,21,14,0.01038225578,0.0004719207173,0.00707881076,0.0004719207173,0.009910335064,0.006606890042,2119,0,0.0108541764973,0.0075507314773,,,,inactive,False,False,False,False,,2
2012-09-20,limit_up_down_breadth_bottom,bottom,0.1514285714285714,False,2151,2120,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.13714285714285715,0.1657142857142857,175,175,175,0.1514285714285714,-0.6132773109243697,10,12,5,2,-2,3,0.004716981132,0.005660377358,0.002358490566,0.0009433962264,-0.0009433962264,0.00141509434,2120,0,0.010377358489999999,0.0033018867923999998,,,,inactive,False,False,False,False,,2
2012-09-21,limit_up_down_breadth_bottom,bottom,0.24715909090909088,False,2151,2123,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.26136363636363635,0.23295454545454544,176,176,176,0.24715909090909088,-0.29670055821371616,22,12,10,5,10,5,0.0103626943,0.005652378709,0.004710315591,0.002355157796,0.004710315591,0.002355157796,2123,0,0.016015073009,0.007065473387000001,,,,inactive,False,False,False,False,,2
2012-09-24,limit_up_down_breadth_bottom,bottom,0.5141242937853108,False,2151,2117,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.4943502824858757,0.5338983050847458,177,177,177,0.5141242937853108,0.3862173170411247,21,3,13,0,18,13,0.009919697685,0.001417099669,0.006140765234,0.0,0.008502598016,0.006140765234,2117,0,0.011336797353999999,0.006140765234,,,,inactive,False,False,False,False,,2
2012-09-25,limit_up_down_breadth_bottom,bottom,0.33146067415730335,False,2151,2116,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.42696629213483145,0.23595505617977527,178,178,178,0.33146067415730335,0.1118074949665519,17,2,5,0,15,5,0.008034026465,0.0009451795841,0.00236294896,0.0,0.007088846881,0.00236294896,2116,0,0.0089792060491,0.00236294896,,,,inactive,False,False,False,False,,2
2012-09-26,limit_up_down_breadth_bottom,bottom,0.09776536312849163,False,2151,2114,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.1005586592178771,0.09497206703910614,179,179,179,0.09776536312849163,-0.46257946445771525,9,15,3,6,-6,-3,0.004257332072,0.007095553453,0.001419110691,0.002838221381,-0.002838221381,-0.001419110691,2114,0,0.011352885524999998,0.004257332072,,,,inactive,False,False,False,False,,2
2012-09-27,limit_up_down_breadth_bottom,bottom,0.6263888888888889,False,2151,2119,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.7416666666666667,0.5111111111111111,180,180,180,0.6263888888888889,0.47496031746031747,29,0,12,0,29,12,0.0136857008,0.0,0.005663048608,0.0,0.0136857008,0.005663048608,2119,0,0.0136857008,0.005663048608,,,,inactive,False,False,False,False,,2
2012-09-28,limit_up_down_breadth_bottom,bottom,0.5027624309392266,False,2151,2118,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.49171270718232046,0.5138121546961326,181,181,181,0.5027624309392266,0.2556033400301357,20,2,12,0,18,12,0.009442870633,0.0009442870633,0.00566572238,0.0,0.008498583569,0.00566572238,2118,0,0.010387157696300001,0.00566572238,,,,inactive,False,False,False,False,,2
2012-10-08,limit_up_down_breadth_bottom,bottom,0.6648351648351649,False,2151,2114,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.5494505494505495,0.7802197802197802,182,182,182,0.6648351648351649,0.15071087104985414,21,1,19,0,20,19,0.009933774834,0.0004730368969,0.008987701041,0.0,0.009460737938,0.008987701041,2114,0,0.0104068117309,0.008987701041,,,,inactive,False,False,False,False,,2
2012-10-09,limit_up_down_breadth_bottom,bottom,0.9480874316939891,False,2151,2116,limit_up_down_breadth_v1_20120705_20260814,True,True,True,True,0.9344262295081968,0.9617486338797814,183,183,183,0.9480874316939891,0.6166267575366857,48,1,37,0,47,37,0.02268431002,0.0004725897921,0.01748582231,0.0,0.02221172023,0.01748582231,2116,0,0.0231568998121,0.01748582231,,,,inactive,False,False,False,False,,2
