index_id,index_name,signal_id,threshold_level,event_type,threshold,anchor_date,confirmation_date,lead_window_days,matched,nearest_trigger_date,nearest_lead_days,nearest_trigger_ids
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-08-02,2022-08-11,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-12,2022-10-14,5,True,2022-10-12,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-31,2022-11-02,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-12-23,2023-01-05,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-04-25,2023-05-05,5,True,2023-04-25,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-06-26,2023-07-28,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-08-25,2023-08-28,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-10-23,2023-11-03,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-01-23,2024-01-25,5,True,2024-01-23,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-02-05,2024-02-06,5,True,2024-02-05,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-09-18,2024-09-24,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-10-18,2024-10-21,5,True,2024-10-18,0.0,bank|coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-11-27,2024-11-29,5,True,2024-11-21,4.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-01-13,2025-01-20,5,True,2025-01-13,0.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-04-07,2025-04-09,5,True,2025-04-03,1.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-09-04,2025-09-12,5,True,2025-09-03,1.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-12-16,2025-12-26,5,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-02-03,2026-02-25,5,True,2026-01-30,2.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-03-23,2026-03-31,5,True,2026-03-23,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-06-08,2026-06-15,5,True,2026-06-08,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-07-20,2026-08-06,5,True,2026-07-20,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-01-28,2022-02-11,10,True,2022-01-27,1.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-03-09,2022-03-10,10,True,2022-03-09,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-03-16,2022-03-17,10,True,2022-03-11,3.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-04-27,2022-04-28,10,True,2022-04-15,8.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-05-10,2022-05-11,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-08-02,2022-08-11,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-12,2022-10-14,10,True,2022-10-12,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-31,2022-11-02,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-12-23,2023-01-05,10,True,2022-12-09,10.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-04-25,2023-05-05,10,True,2023-04-25,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-06-26,2023-07-28,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-08-25,2023-08-28,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-10-23,2023-11-03,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-01-23,2024-01-25,10,True,2024-01-23,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-02-05,2024-02-06,10,True,2024-02-05,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-09-18,2024-09-24,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-10-18,2024-10-21,10,True,2024-10-18,0.0,bank|coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-11-27,2024-11-29,10,True,2024-11-21,4.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-01-13,2025-01-20,10,True,2025-01-13,0.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-04-07,2025-04-09,10,True,2025-04-03,1.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-09-04,2025-09-12,10,True,2025-09-03,1.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-12-16,2025-12-26,10,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-02-03,2026-02-25,10,True,2026-01-30,2.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-03-23,2026-03-31,10,True,2026-03-23,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-06-08,2026-06-15,10,True,2026-06-08,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-07-20,2026-08-06,10,True,2026-07-20,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-01-28,2022-02-11,20,True,2022-01-27,1.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-03-09,2022-03-10,20,True,2022-03-09,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-03-16,2022-03-17,20,True,2022-03-11,3.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-04-27,2022-04-28,20,True,2022-04-15,8.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-05-10,2022-05-11,20,True,2022-04-15,14.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-08-02,2022-08-11,20,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-12,2022-10-14,20,True,2022-10-12,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-10-31,2022-11-02,20,True,2022-10-12,13.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2022-12-23,2023-01-05,20,True,2022-12-09,10.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-04-25,2023-05-05,20,True,2023-04-25,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-06-26,2023-07-28,20,False,,,
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-08-25,2023-08-28,20,True,2023-08-04,15.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2023-10-23,2023-11-03,20,True,2023-09-26,13.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-01-23,2024-01-25,20,True,2024-01-23,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-02-05,2024-02-06,20,True,2024-02-05,0.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-09-18,2024-09-24,20,True,2024-08-29,12.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-10-18,2024-10-21,20,True,2024-10-18,0.0,bank|coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2024-11-27,2024-11-29,20,True,2024-11-21,4.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-01-13,2025-01-20,20,True,2025-01-13,0.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-04-07,2025-04-09,20,True,2025-04-03,1.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-09-04,2025-09-12,20,True,2025-09-03,1.0,nonferrous
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2025-12-16,2025-12-26,20,True,2025-11-27,13.0,bank
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-02-03,2026-02-25,20,True,2026-01-30,2.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-03-23,2026-03-31,20,True,2026-03-23,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-06-08,2026-06-15,20,True,2026-06-08,0.0,coal
sse_composite,上证指数,four_industry_top1,small,bottom,0.04,2026-07-20,2026-08-06,20,True,2026-07-20,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-04-07,2022-04-25,0,True,2022-04-07,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-07-05,2022-09-16,0,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2023-05-09,2023-06-26,0,True,2023-05-09,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-05-20,2024-07-05,0,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-10-08,2024-10-09,0,True,2024-10-08,0.0,bank|coal|nonferrous|steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-11-08,2024-11-27,0,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-12-10,2025-01-03,0,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2025-03-19,2025-04-07,0,True,2025-03-19,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-03-03,2026-03-23,0,True,2026-03-03,0.0,coal
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-05-14,2026-07-13,0,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-04-07,2022-04-25,5,True,2022-04-07,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-07-05,2022-09-16,5,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2023-05-09,2023-06-26,5,True,2023-05-09,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-05-20,2024-07-05,5,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-10-08,2024-10-09,5,True,2024-10-08,0.0,bank|coal|nonferrous|steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-11-08,2024-11-27,5,True,2024-11-07,1.0,steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-12-10,2025-01-03,5,True,2024-12-09,1.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2025-03-19,2025-04-07,5,True,2025-03-19,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-03-03,2026-03-23,5,True,2026-03-03,0.0,coal
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-05-14,2026-07-13,5,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-04-07,2022-04-25,10,True,2022-04-07,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-07-05,2022-09-16,10,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2023-05-09,2023-06-26,10,True,2023-05-09,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-05-20,2024-07-05,10,False,,,
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-10-08,2024-10-09,10,True,2024-10-08,0.0,bank|coal|nonferrous|steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-11-08,2024-11-27,10,True,2024-11-07,1.0,steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-12-10,2025-01-03,10,True,2024-12-09,1.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2025-03-19,2025-04-07,10,True,2025-03-19,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-03-03,2026-03-23,10,True,2026-03-03,0.0,coal
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2026-05-14,2026-07-13,10,True,2026-05-06,6.0,coal
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-04-07,2022-04-25,20,True,2022-04-07,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2022-07-05,2022-09-16,20,True,2022-06-15,14.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2023-05-09,2023-06-26,20,True,2023-05-09,0.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-05-20,2024-07-05,20,True,2024-04-25,14.0,bank
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-10-08,2024-10-09,20,True,2024-10-08,0.0,bank|coal|nonferrous|steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-11-08,2024-11-27,20,True,2024-11-07,1.0,steel
sse_composite,上证指数,four_industry_top1,medium,top,0.08,2024-12-10,2025-01-03,20,True,2024-12-09,1.0,bank
